year,month,state,city,code,arrivals,nights,,
2024,4,Bayern,München,9162,710220,1490860,,
2024,5,Bayern,München,9162,763634,1677217,,
2024,6,Bayern,München,9162,836936,1778157,,
2024,7,Bayern,München,9162,949023,1999046,,
2024,8,Bayern,München,9162,,,,
2024,9,Bayern,München,9162,,,,
2024,10,Bayern,München,9162,,,,
2024,11,Bayern,München,9162,,,,
2024,12,Bayern,München,9162,,,,
2023,1,Bayern,München,9162,479371,1027447,,
2023,2,Bayern,München,9162,504065,1078787,,
2023,3,Bayern,München,9162,615096,1317541,,
2023,4,Bayern,München,9162,702525,1566786,,
2023,5,Bayern,München,9162,763494,1662551,,
2023,6,Bayern,München,9162,809376,1744698,,
2023,7,Bayern,München,9162,926974,2032996,,
2023,8,Bayern,München,9162,773450,1755060,,
2023,9,Bayern,München,9162,841760,1819981,,
2023,10,Bayern,München,9162,772207,1728421,,
2023,11,Bayern,München,9162,632385,1374368,,
2023,12,Bayern,München,9162,723979,1561842,,
2022,1,Bayern,München,9162,188653,507202,,
2022,2,Bayern,München,9162,241605,599847,,
2022,3,Bayern,München,9162,355137,861961,,
2022,4,Bayern,München,9162,496131,1178871,,
2022,5,Bayern,München,9162,628849,1445335,,
2022,6,Bayern,München,9162,663164,1543833,,
2022,7,Bayern,München,9162,804305,1824248,,
2022,8,Bayern,München,9162,751724,1810929,,
2022,9,Bayern,München,9162,780931,1727530,,
2022,10,Bayern,München,9162,719973,1671813,,
2022,11,Bayern,München,9162,637682,1405950,,
2022,12,Bayern,München,9162,639985,1425719,,
2021,1,Bayern,München,9162,50505,190666,,
2021,2,Bayern,München,9162,60646,214950,,
2021,3,Bayern,München,9162,79139,274449,,
2021,4,Bayern,München,9162,71099,251266,,
2021,5,Bayern,München,9162,113114,337387,,
2021,6,Bayern,München,9162,235995,580640,,
2021,7,Bayern,München,9162,442764,1016948,,
2021,8,Bayern,München,9162,501659,1237146,,
2021,9,Bayern,München,9162,464185,1124862,,
2021,10,Bayern,München,9162,544732,1297936,,
2021,11,Bayern,München,9162,337102,852290,,
2021,12,Bayern,München,9162,208452,572877,,
2020,1,Bayern,München,9162,575975,1217768,,
2020,2,Bayern,München,9162,570591,1149523,,
2020,3,Bayern,München,9162,219837,502859,,
2020,4,Bayern,München,9162,29532,132525,,
2020,5,Bayern,München,9162,58511,195738,,
2020,6,Bayern,München,9162,175713,418691,,
2020,7,Bayern,München,9162,340654,787560,,
2020,8,Bayern,München,9162,355357,841374,,
2020,9,Bayern,München,9162,317472,745137,,
2020,10,Bayern,München,9162,222674,583966,,
2020,11,Bayern,München,9162,79241,272927,,
2020,12,Bayern,München,9162,53138,211299,,
2019,1,Bayern,München,9162,571689,1165282,,
2019,2,Bayern,München,9162,575581,1129672,,
2019,3,Bayern,München,9162,647666,1296107,,
2019,4,Bayern,München,9162,715230,1546622,,
2019,5,Bayern,München,9162,779927,1578891,,
2019,6,Bayern,München,9162,756813,1570820,,
2019,7,Bayern,München,9162,910730,1897216,,
2019,8,Bayern,München,9162,782980,1720968,,
2019,9,Bayern,München,9162,797595,1682264,,
2019,10,Bayern,München,9162,815195,1713603,,
2019,11,Bayern,München,9162,692522,1408848,,
2019,12,Bayern,München,9162,733936,1552287,,
2018,1,Bayern,München,9162,530784,1070038,,
2018,2,Bayern,München,9162,529777,1025158,,
2018,3,Bayern,München,9162,648064,1286942,,
2018,4,Bayern,München,9162,664745,1366589,,
2018,5,Bayern,München,9162,669547,1405274,,
2018,6,Bayern,München,9162,745249,1506189,,
2018,7,Bayern,München,9162,865572,1820773,,
2018,8,Bayern,München,9162,738883,1647543,,
2018,9,Bayern,München,9162,764813,1624236,,
2018,10,Bayern,München,9162,767480,1603808,,
2018,11,Bayern,München,9162,663074,1331542,,
2018,12,Bayern,München,9162,675144,1401800,,
2017,1,Bayern,München,9162,477945,929058,,
2017,2,Bayern,München,9162,502345,950850,,
2017,3,Bayern,München,9162,557585,1055130,,
2017,4,Bayern,München,9162,593870,1164922,,
2017,5,Bayern,München,9162,654727,1268809,,
2017,6,Bayern,München,9162,644577,1241886,,
2017,7,Bayern,München,9162,773188,1575411,,
2017,8,Bayern,München,9162,705343,1551706,,
2017,9,Bayern,München,9162,748737,1573123,,
2017,10,Bayern,München,9162,707845,1452296,,
2017,11,Bayern,München,9162,589103,1169279,,
2017,12,Bayern,München,9162,657744,1340647,,
2016,1,Bayern,München,9162,433818,888551,,
2016,2,Bayern,München,9162,458988,889363,,
2016,3,Bayern,München,9162,557074,1112528,,
2016,4,Bayern,München,9162,603468,1222930,,
2016,5,Bayern,München,9162,589060,1198157,,
2016,6,Bayern,München,9162,627766,1218464,,
2016,7,Bayern,München,9162,697965,1391118,,
2016,8,Bayern,München,9162,606250,1279613,,
2016,9,Bayern,München,9162,678220,1341337,,
2016,10,Bayern,München,9162,665852,1307204,,
2016,11,Bayern,München,9162,551198,1050653,,
2016,12,Bayern,München,9162,575341,1127188,,
2015,1,Bayern,München,9162,439130,894229,,
2015,2,Bayern,München,9162,451747,894082,,
2015,3,Bayern,München,9162,528879,1028857,,
2015,4,Bayern,München,9162,530457,1066590,,
2015,5,Bayern,München,9162,598958,1221023,,
2015,6,Bayern,München,9162,604074,1216888,,
2015,7,Bayern,München,9162,705136,1432845,,
2015,8,Bayern,München,9162,683899,1480624,,
2015,9,Bayern,München,9162,653888,1350978,,
2015,10,Bayern,München,9162,660940,1327186,,
2015,11,Bayern,München,9162,539902,1041678,,
2015,12,Bayern,München,9162,554974,1100988,,
2014,1,Bayern,München,9162,420366,859529,,
2014,2,Bayern,München,9162,418070,804339,,
2014,3,Bayern,München,9162,491468,972536,,
2014,4,Bayern,München,9162,519816,1072731,,
2014,5,Bayern,München,9162,582306,1199518,,
2014,6,Bayern,München,9162,549709,1139118,,
2014,7,Bayern,München,9162,645648,1297672,,
2014,8,Bayern,München,9162,629926,1411681,,
2014,9,Bayern,München,9162,622043,1268747,,
2014,10,Bayern,München,9162,636682,1276978,,
2014,11,Bayern,München,9162,514519,1018540,,
2014,12,Bayern,München,9162,553783,1108984,,
2013,1,Bayern,München,9162,410269,824297,,
2013,2,Bayern,München,9162,413630,821844,,
2013,3,Bayern,München,9162,480442,968450,,
2013,4,Bayern,München,9162,507633,1060153,,
2013,5,Bayern,München,9162,542289,1116021,,
2013,6,Bayern,München,9162,554634,1130945,,
2013,7,Bayern,München,9162,617203,1251382,,
2013,8,Bayern,München,9162,583940,1288313,,
2013,9,Bayern,München,9162,608261,1239876,,
2013,10,Bayern,München,9162,610826,1243281,,
2013,11,Bayern,München,9162,479389,961516,,
2013,12,Bayern,München,9162,502258,1000239,,
2012,1,Bayern,München,9162,377585,758415,,
2012,2,Bayern,München,9162,376855,730316,,
2012,3,Bayern,München,9162,461798,903927,,
2012,4,Bayern,München,9162,479170,967026,,
2012,5,Bayern,München,9162,530058,1070620,,
2012,6,Bayern,München,9162,529526,1083184,,
2012,7,Bayern,München,9162,615219,1281071,,
2012,8,Bayern,München,9162,544714,1161236,,
2012,9,Bayern,München,9162,616920,1249108,,
2012,10,Bayern,München,9162,618859,1210957,,
2012,11,Bayern,München,9162,487155,955625,,
2012,12,Bayern,München,9162,494625,1000887,,
2011,1,Bayern,München,9162,382986,737915,,
2011,2,Bayern,München,9162,384851,744488,,
2011,3,Bayern,München,9162,420451,813385,,
2011,4,Bayern,München,9162,453370,903980,,
2011,5,Bayern,München,9162,507403,995343,,
2011,6,Bayern,München,9162,501447,1025704,,
2011,7,Bayern,München,9162,627546,1277859,,
2011,8,Bayern,München,9162,519113,1069126,,
2011,9,Bayern,München,9162,622618,1202612,,
2011,10,Bayern,München,9162,564783,1140679,,
2011,11,Bayern,München,9162,473309,901845,,
2011,12,Bayern,München,9162,474762,931103,,
2010,1,Bayern,München,9162,301980,590915,,
2010,2,Bayern,München,9162,370077,711957,,
2010,3,Bayern,München,9162,431138,822211,,
2010,4,Bayern,München,9162,433758,883731,,
2010,5,Bayern,München,9162,460291,958175,,
2010,6,Bayern,München,9162,471329,966797,,
2010,7,Bayern,München,9162,583862,1217736,,
2010,8,Bayern,München,9162,516629,1060762,,
2010,9,Bayern,München,9162,598966,1185414,,
2010,10,Bayern,München,9162,542927,1080161,,
2010,11,Bayern,München,9162,422774,828617,,
2010,12,Bayern,München,9162,444654,850056,,
2009,1,Bayern,München,9162,311074,623674,,
2009,2,Bayern,München,9162,305105,604183,,
2009,3,Bayern,München,9162,362386,709359,,
2009,4,Bayern,München,9162,365624,741534,,
2009,5,Bayern,München,9162,458541,911721,,
2009,6,Bayern,München,9162,407448,788426,,
2009,7,Bayern,München,9162,512267,1057839,,
2009,8,Bayern,München,9162,444720,932327,,
2009,9,Bayern,München,9162,510541,1009452,,
2009,10,Bayern,München,9162,503860,995325,,
2009,11,Bayern,München,9162,396360,744388,,
2009,12,Bayern,München,9162,415674,803775,,
2008,1,Bayern,München,9162,298725,605830,,
2008,2,Bayern,München,9162,323463,621442,,
2008,3,Bayern,München,9162,354510,703508,,
2008,4,Bayern,München,9162,400286,787729,,
2008,5,Bayern,München,9162,431465,874507,,
2008,6,Bayern,München,9162,433359,858102,,
2008,7,Bayern,München,9162,475368,1010561,,
2008,8,Bayern,München,9162,434704,971533,,
2008,9,Bayern,München,9162,480557,990289,,
2008,10,Bayern,München,9162,481575,967107,,
2008,11,Bayern,München,9162,354584,716765,,
2008,12,Bayern,München,9162,365505,737298,,
2007,1,Bayern,München,9162,288543,574818,,
2007,2,Bayern,München,9162,296259,590314,,
2007,3,Bayern,München,9162,374409,726153,,
2007,4,Bayern,München,9162,360239,786769,,
2007,5,Bayern,München,9162,391535,777437,,
2007,6,Bayern,München,9162,402182,799619,,
2007,7,Bayern,München,9162,461691,941520,,
2007,8,Bayern,München,9162,434190,970926,,
2007,9,Bayern,München,9162,457313,958374,,
2007,10,Bayern,München,9162,473556,918632,,
2007,11,Bayern,München,9162,386368,732280,,
2007,12,Bayern,München,9162,376217,752363,,
2006,1,Bayern,München,9162,260752,527607,,
2006,2,Bayern,München,9162,263461,513391,,
2006,3,Bayern,München,9162,341225,661645,,
2006,4,Bayern,München,9162,329576,675391,,
2006,5,Bayern,München,9162,406053,814087,,
2006,6,Bayern,München,9162,341741,728646,,
2006,7,Bayern,München,9162,437373,912927,,
2006,8,Bayern,München,9162,401172,872431,,
2006,9,Bayern,München,9162,465880,935260,,
2006,10,Bayern,München,9162,426656,861666,,
2006,11,Bayern,München,9162,341873,665483,,
2006,12,Bayern,München,9162,369579,709682,,
2024,1,Bayern,Nürnberg,9564,114388,224773,,
2024,2,Bayern,Nürnberg,9564,134563,268367,,
2024,3,Bayern,Nürnberg,9564,153425,302789,,
2024,4,Bayern,Nürnberg,9564,159017,288497,,
2024,5,Bayern,Nürnberg,9564,172826,327570,,
2024,6,Bayern,Nürnberg,9564,194652,363377,,
2024,7,Bayern,Nürnberg,9564,229680,387875,,
2024,8,Bayern,Nürnberg,9564,,,,
2024,9,Bayern,Nürnberg,9564,,,,
2024,10,Bayern,Nürnberg,9564,,,,
2024,11,Bayern,Nürnberg,9564,,,,
2024,12,Bayern,Nürnberg,9564,,,,
2023,1,Bayern,Nürnberg,9564,105296,188464,,
2023,2,Bayern,Nürnberg,9564,113767,236903,,
2023,3,Bayern,Nürnberg,9564,138594,280427,,
2023,4,Bayern,Nürnberg,9564,148327,271953,,
2023,5,Bayern,Nürnberg,9564,160975,295929,,
2023,6,Bayern,Nürnberg,9564,170377,344899,,
2023,7,Bayern,Nürnberg,9564,210290,361334,,
2023,8,Bayern,Nürnberg,9564,173469,308244,,
2023,9,Bayern,Nürnberg,9564,172746,307639,,
2023,10,Bayern,Nürnberg,9564,167105,306108,,
2023,11,Bayern,Nürnberg,9564,146928,282197,,
2023,12,Bayern,Nürnberg,9564,200080,366061,,
2022,1,Bayern,Nürnberg,9564,46636,87034,,
2022,2,Bayern,Nürnberg,9564,61922,111457,,
2022,3,Bayern,Nürnberg,9564,80692,163403,,
2022,4,Bayern,Nürnberg,9564,116786,221518,,
2022,5,Bayern,Nürnberg,9564,150633,290380,,
2022,6,Bayern,Nürnberg,9564,162030,312692,,
2022,7,Bayern,Nürnberg,9564,199212,358614,,
2022,8,Bayern,Nürnberg,9564,185522,327799,,
2022,9,Bayern,Nürnberg,9564,169627,311595,,
2022,10,Bayern,Nürnberg,9564,157273,308003,,
2022,11,Bayern,Nürnberg,9564,142089,265045,,
2022,12,Bayern,Nürnberg,9564,178339,323995,,
2021,1,Bayern,Nürnberg,9564,13048,29812,,
2021,2,Bayern,Nürnberg,9564,15992,36622,,
2021,3,Bayern,Nürnberg,9564,21044,47771,,
2021,4,Bayern,Nürnberg,9564,17535,39786,,
2021,5,Bayern,Nürnberg,9564,22823,47441,,
2021,6,Bayern,Nürnberg,9564,53254,98831,,
2021,7,Bayern,Nürnberg,9564,122051,207038,,
2021,8,Bayern,Nürnberg,9564,144647,259413,,
2021,9,Bayern,Nürnberg,9564,123287,227399,,
2021,10,Bayern,Nürnberg,9564,128117,242009,,
2021,11,Bayern,Nürnberg,9564,80555,156681,,
2021,12,Bayern,Nürnberg,9564,55245,107755,,
2020,1,Bayern,Nürnberg,9564,119997,237721,,
2020,2,Bayern,Nürnberg,9564,130258,247662,,
2020,3,Bayern,Nürnberg,9564,46210,88516,,
2020,4,Bayern,Nürnberg,9564,8289,20932,,
2020,5,Bayern,Nürnberg,9564,15577,33685,,
2020,6,Bayern,Nürnberg,9564,52825,93411,,
2020,7,Bayern,Nürnberg,9564,107421,179366,,
2020,8,Bayern,Nürnberg,9564,112278,193052,,
2020,9,Bayern,Nürnberg,9564,99404,176406,,
2020,10,Bayern,Nürnberg,9564,78051,147683,,
2020,11,Bayern,Nürnberg,9564,22546,49025,,
2020,12,Bayern,Nürnberg,9564,13925,31969,,
2019,1,Bayern,Nürnberg,9564,121220,227098,,
2019,2,Bayern,Nürnberg,9564,131286,253200,,
2019,3,Bayern,Nürnberg,9564,148855,285812,,
2019,4,Bayern,Nürnberg,9564,155391,271560,,
2019,5,Bayern,Nürnberg,9564,166156,289342,,
2019,6,Bayern,Nürnberg,9564,164707,295902,,
2019,7,Bayern,Nürnberg,9564,219891,366151,,
2019,8,Bayern,Nürnberg,9564,189828,316329,,
2019,9,Bayern,Nürnberg,9564,176519,312819,,
2019,10,Bayern,Nürnberg,9564,173310,317673,,
2019,11,Bayern,Nürnberg,9564,159635,300006,,
2019,12,Bayern,Nürnberg,9564,192468,343988,,
2018,1,Bayern,Nürnberg,9564,121961,225241,,
2018,2,Bayern,Nürnberg,9564,126366,248344,,
2018,3,Bayern,Nürnberg,9564,156463,301622,,
2018,4,Bayern,Nürnberg,9564,152487,269610,,
2018,5,Bayern,Nürnberg,9564,162854,292507,,
2018,6,Bayern,Nürnberg,9564,174409,317350,,
2018,7,Bayern,Nürnberg,9564,212021,360084,,
2018,8,Bayern,Nürnberg,9564,182767,313092,,
2018,9,Bayern,Nürnberg,9564,180529,325422,,
2018,10,Bayern,Nürnberg,9564,177113,317013,,
2018,11,Bayern,Nürnberg,9564,159185,291268,,
2018,12,Bayern,Nürnberg,9564,189016,339534,,
2017,1,Bayern,Nürnberg,9564,107815,191198,,
2017,2,Bayern,Nürnberg,9564,120023,241734,,
2017,3,Bayern,Nürnberg,9564,139171,270047,,
2017,4,Bayern,Nürnberg,9564,137853,245750,,
2017,5,Bayern,Nürnberg,9564,159283,282286,,
2017,6,Bayern,Nürnberg,9564,157986,275297,,
2017,7,Bayern,Nürnberg,9564,191245,318705,,
2017,8,Bayern,Nürnberg,9564,167974,286616,,
2017,9,Bayern,Nürnberg,9564,169591,290023,,
2017,10,Bayern,Nürnberg,9564,164913,297696,,
2017,11,Bayern,Nürnberg,9564,145645,266823,,
2017,12,Bayern,Nürnberg,9564,184642,326344,,
2016,1,Bayern,Nürnberg,9564,103001,208816,,
2016,2,Bayern,Nürnberg,9564,119392,222912,,
2016,3,Bayern,Nürnberg,9564,132079,256016,,
2016,4,Bayern,Nürnberg,9564,140384,257564,,
2016,5,Bayern,Nürnberg,9564,139015,267451,,
2016,6,Bayern,Nürnberg,9564,162217,290816,,
2016,7,Bayern,Nürnberg,9564,177938,298587,,
2016,8,Bayern,Nürnberg,9564,150803,266941,,
2016,9,Bayern,Nürnberg,9564,158426,285436,,
2016,10,Bayern,Nürnberg,9564,162329,296488,,
2016,11,Bayern,Nürnberg,9564,150030,277427,,
2016,12,Bayern,Nürnberg,9564,167961,295410,,
2015,1,Bayern,Nürnberg,9564,86871,171720,,
2015,2,Bayern,Nürnberg,9564,108316,204908,,
2015,3,Bayern,Nürnberg,9564,126298,237867,,
2015,4,Bayern,Nürnberg,9564,121199,215006,,
2015,5,Bayern,Nürnberg,9564,143152,251584,,
2015,6,Bayern,Nürnberg,9564,153388,272696,,
2015,7,Bayern,Nürnberg,9564,174890,303779,,
2015,8,Bayern,Nürnberg,9564,153988,258574,,
2015,9,Bayern,Nürnberg,9564,153903,275091,,
2015,10,Bayern,Nürnberg,9564,159166,283731,,
2015,11,Bayern,Nürnberg,9564,147251,263051,,
2015,12,Bayern,Nürnberg,9564,157416,273058,,
2014,1,Bayern,Nürnberg,9564,89942,179243,,
2014,2,Bayern,Nürnberg,9564,104797,203546,,
2014,3,Bayern,Nürnberg,9564,115956,230334,,
2014,4,Bayern,Nürnberg,9564,109747,201328,,
2014,5,Bayern,Nürnberg,9564,134568,256605,,
2014,6,Bayern,Nürnberg,9564,130405,234824,,
2014,7,Bayern,Nürnberg,9564,154754,258211,,
2014,8,Bayern,Nürnberg,9564,144032,240042,,
2014,9,Bayern,Nürnberg,9564,148898,262472,,
2014,10,Bayern,Nürnberg,9564,142580,257476,,
2014,11,Bayern,Nürnberg,9564,132700,243118,,
2014,12,Bayern,Nürnberg,9564,155066,259155,,
2013,1,Bayern,Nürnberg,9564,92275,168504,,
2013,2,Bayern,Nürnberg,9564,97688,195987,,
2013,3,Bayern,Nürnberg,9564,118786,223773,,
2013,4,Bayern,Nürnberg,9564,123470,210214,,
2013,5,Bayern,Nürnberg,9564,121940,212966,,
2013,6,Bayern,Nürnberg,9564,130251,228140,,
2013,7,Bayern,Nürnberg,9564,145012,246934,,
2013,8,Bayern,Nürnberg,9564,126198,211178,,
2013,9,Bayern,Nürnberg,9564,138693,239975,,
2013,10,Bayern,Nürnberg,9564,137541,246697,,
2013,11,Bayern,Nürnberg,9564,121512,222027,,
2013,12,Bayern,Nürnberg,9564,154132,261411,,
2012,1,Bayern,Nürnberg,9564,86996,151488,,
2012,2,Bayern,Nürnberg,9564,95117,207345,,
2012,3,Bayern,Nürnberg,9564,123096,237873,,
2012,4,Bayern,Nürnberg,9564,103138,184987,,
2012,5,Bayern,Nürnberg,9564,124016,233145,,
2012,6,Bayern,Nürnberg,9564,131417,241113,,
2012,7,Bayern,Nürnberg,9564,148988,252273,,
2012,8,Bayern,Nürnberg,9564,130556,219225,,
2012,9,Bayern,Nürnberg,9564,137281,240069,,
2012,10,Bayern,Nürnberg,9564,120265,216536,,
2012,11,Bayern,Nürnberg,9564,124567,222061,,
2012,12,Bayern,Nürnberg,9564,146307,242196,,
2011,1,Bayern,Nürnberg,9564,79974,137837,,
2011,2,Bayern,Nürnberg,9564,98051,202454,,
2011,3,Bayern,Nürnberg,9564,106946,215468,,
2011,4,Bayern,Nürnberg,9564,97500,169804,,
2011,5,Bayern,Nürnberg,9564,119108,211417,,
2011,6,Bayern,Nürnberg,9564,114340,202202,,
2011,7,Bayern,Nürnberg,9564,142266,241669,,
2011,8,Bayern,Nürnberg,9564,119177,202395,,
2011,9,Bayern,Nürnberg,9564,135848,244080,,
2011,10,Bayern,Nürnberg,9564,129763,236473,,
2011,11,Bayern,Nürnberg,9564,124689,222950,,
2011,12,Bayern,Nürnberg,9564,133436,226594,,
2010,1,Bayern,Nürnberg,9564,65094,114243,,
2010,2,Bayern,Nürnberg,9564,88493,191474,,
2010,3,Bayern,Nürnberg,9564,112202,217848,,
2010,4,Bayern,Nürnberg,9564,100954,183145,,
2010,5,Bayern,Nürnberg,9564,105572,201681,,
2010,6,Bayern,Nürnberg,9564,111384,198595,,
2010,7,Bayern,Nürnberg,9564,123119,208657,,
2010,8,Bayern,Nürnberg,9564,117227,200801,,
2010,9,Bayern,Nürnberg,9564,131201,236805,,
2010,10,Bayern,Nürnberg,9564,129668,232052,,
2010,11,Bayern,Nürnberg,9564,122593,215789,,
2010,12,Bayern,Nürnberg,9564,134523,223496,,
2009,1,Bayern,Nürnberg,9564,66317,119498,,
2009,2,Bayern,Nürnberg,9564,80545,179295,,
2009,3,Bayern,Nürnberg,9564,101197,194969,,
2009,4,Bayern,Nürnberg,9564,80293,146959,,
2009,5,Bayern,Nürnberg,9564,102794,188391,,
2009,6,Bayern,Nürnberg,9564,99679,178719,,
2009,7,Bayern,Nürnberg,9564,110635,191253,,
2009,8,Bayern,Nürnberg,9564,96173,161510,,
2009,9,Bayern,Nürnberg,9564,108877,191654,,
2009,10,Bayern,Nürnberg,9564,110946,195473,,
2009,11,Bayern,Nürnberg,9564,104042,185785,,
2009,12,Bayern,Nürnberg,9564,121457,199552,,
2008,1,Bayern,Nürnberg,9564,69335,123766,,
2008,2,Bayern,Nürnberg,9564,88120,194254,,
2008,3,Bayern,Nürnberg,9564,84492,169644,,
2008,4,Bayern,Nürnberg,9564,105574,198159,,
2008,5,Bayern,Nürnberg,9564,111769,203883,,
2008,6,Bayern,Nürnberg,9564,112994,199658,,
2008,7,Bayern,Nürnberg,9564,117031,199241,,
2008,8,Bayern,Nürnberg,9564,103989,170085,,
2008,9,Bayern,Nürnberg,9564,119134,210887,,
2008,10,Bayern,Nürnberg,9564,112345,211216,,
2008,11,Bayern,Nürnberg,9564,107815,196512,,
2008,12,Bayern,Nürnberg,9564,119142,200274,,
2007,1,Bayern,Nürnberg,9564,71883,125550,,
2007,2,Bayern,Nürnberg,9564,80125,179467,,
2007,3,Bayern,Nürnberg,9564,102068,193901,,
2007,4,Bayern,Nürnberg,9564,84299,149578,,
2007,5,Bayern,Nürnberg,9564,102686,187101,,
2007,6,Bayern,Nürnberg,9564,112709,207350,,
2007,7,Bayern,Nürnberg,9564,111221,188438,,
2007,8,Bayern,Nürnberg,9564,98454,169581,,
2007,9,Bayern,Nürnberg,9564,113118,202532,,
2007,10,Bayern,Nürnberg,9564,106859,191311,,
2007,11,Bayern,Nürnberg,9564,108501,199509,,
2007,12,Bayern,Nürnberg,9564,115190,194737,,
2006,1,Bayern,Nürnberg,9564,63391,109995,,
2006,2,Bayern,Nürnberg,9564,77229,174901,,
2006,3,Bayern,Nürnberg,9564,96828,194445,,
2006,4,Bayern,Nürnberg,9564,79762,153204,,
2006,5,Bayern,Nürnberg,9564,105650,205253,,
2006,6,Bayern,Nürnberg,9564,112563,210843,,
2006,7,Bayern,Nürnberg,9564,114078,200203,,
2006,8,Bayern,Nürnberg,9564,88807,154488,,
2006,9,Bayern,Nürnberg,9564,108437,196214,,
2006,10,Bayern,Nürnberg,9564,97677,180765,,
2006,11,Bayern,Nürnberg,9564,101219,187083,,
2006,12,Bayern,Nürnberg,9564,118205,199721,,
2024,1,Bremen,Bremen,4011,71509,135225,,
2024,2,Bremen,Bremen,4011,84982,164087,,
2024,3,Bremen,Bremen,4011,101575,195274,,
2024,4,Bremen,Bremen,4011,104096,196027,,
2024,5,Bremen,Bremen,4011,117170,226335,,
2024,6,Bremen,Bremen,4011,113910,220643,,
2024,7,Bremen,Bremen,4011,122104,230903,,
2024,8,Bremen,Bremen,4011,,,,
2024,9,Bremen,Bremen,4011,,,,
2024,10,Bremen,Bremen,4011,,,,
2024,11,Bremen,Bremen,4011,,,,
2024,12,Bremen,Bremen,4011,,,,
2023,1,Bremen,Bremen,4011,67647,137568,,
2023,2,Bremen,Bremen,4011,77391,156071,,
2023,3,Bremen,Bremen,4011,86951,176119,,
2023,4,Bremen,Bremen,4011,96852,192807,,
2023,5,Bremen,Bremen,4011,107989,209177,,
2023,6,Bremen,Bremen,4011,112323,216018,,
2023,7,Bremen,Bremen,4011,113953,222551,,
2023,8,Bremen,Bremen,4011,115226,229082,,
2023,9,Bremen,Bremen,4011,116944,224859,,
2023,10,Bremen,Bremen,4011,107137,208298,,
2023,11,Bremen,Bremen,4011,100537,189570,,
2023,12,Bremen,Bremen,4011,106656,196548,,
2022,1,Bremen,Bremen,4011,34720,75638,,
2022,2,Bremen,Bremen,4011,42714,86648,,
2022,3,Bremen,Bremen,4011,65013,129387,,
2022,4,Bremen,Bremen,4011,83803,169220,,
2022,5,Bremen,Bremen,4011,104875,203851,,
2022,6,Bremen,Bremen,4011,111873,216043,,
2022,7,Bremen,Bremen,4011,123208,233090,,
2022,8,Bremen,Bremen,4011,122637,226017,,
2022,9,Bremen,Bremen,4011,111315,223655,,
2022,10,Bremen,Bremen,4011,106687,218303,,
2022,11,Bremen,Bremen,4011,98230,197940,,
2022,12,Bremen,Bremen,4011,92934,183683,,
2021,1,Bremen,Bremen,4011,13809,43092,,
2021,2,Bremen,Bremen,4011,15149,46148,,
2021,3,Bremen,Bremen,4011,20237,59131,,
2021,4,Bremen,Bremen,4011,17126,50880,,
2021,5,Bremen,Bremen,4011,25047,61628,,
2021,6,Bremen,Bremen,4011,46275,96079,,
2021,7,Bremen,Bremen,4011,81036,158847,,
2021,8,Bremen,Bremen,4011,96375,191894,,
2021,9,Bremen,Bremen,4011,89660,175633,,
2021,10,Bremen,Bremen,4011,94636,190758,,
2021,11,Bremen,Bremen,4011,77373,152180,,
2021,12,Bremen,Bremen,4011,55051,113244,,
2020,1,Bremen,Bremen,4011,80980,151561,,
2020,2,Bremen,Bremen,4011,92815,175022,,
2020,3,Bremen,Bremen,4011,35914,81053,,
2020,4,Bremen,Bremen,4011,6844,28111,,
2020,5,Bremen,Bremen,4011,18057,49381,,
2020,6,Bremen,Bremen,4011,39952,84667,,
2020,7,Bremen,Bremen,4011,67748,131481,,
2020,8,Bremen,Bremen,4011,73140,149912,,
2020,9,Bremen,Bremen,4011,75069,150110,,
2020,10,Bremen,Bremen,4011,47050,107109,,
2020,11,Bremen,Bremen,4011,18253,49695,,
2020,12,Bremen,Bremen,4011,14928,42461,,
2019,1,Bremen,Bremen,4011,75803,136457,,
2019,2,Bremen,Bremen,4011,79021,148020,,
2019,3,Bremen,Bremen,4011,96622,181952,,
2019,4,Bremen,Bremen,4011,99149,189970,,
2019,5,Bremen,Bremen,4011,113863,211515,,
2019,6,Bremen,Bremen,4011,107864,203283,,
2019,7,Bremen,Bremen,4011,111925,209148,,
2019,8,Bremen,Bremen,4011,122142,225647,,
2019,9,Bremen,Bremen,4011,113094,214126,,
2019,10,Bremen,Bremen,4011,112524,214485,,
2019,11,Bremen,Bremen,4011,115456,211718,,
2019,12,Bremen,Bremen,4011,108979,202178,,
2018,1,Bremen,Bremen,4011,74215,132698,,
2018,2,Bremen,Bremen,4011,79596,145319,,
2018,3,Bremen,Bremen,4011,85943,158823,,
2018,4,Bremen,Bremen,4011,97886,179035,,
2018,5,Bremen,Bremen,4011,101770,189102,,
2018,6,Bremen,Bremen,4011,100137,186214,,
2018,7,Bremen,Bremen,4011,95623,175980,,
2018,8,Bremen,Bremen,4011,111351,202941,,
2018,9,Bremen,Bremen,4011,107192,201333,,
2018,10,Bremen,Bremen,4011,107249,208338,,
2018,11,Bremen,Bremen,4011,101685,177330,,
2018,12,Bremen,Bremen,4011,101109,180297,,
2017,1,Bremen,Bremen,4011,69460,123288,,
2017,2,Bremen,Bremen,4011,73953,132103,,
2017,3,Bremen,Bremen,4011,84688,151980,,
2017,4,Bremen,Bremen,4011,91939,169852,,
2017,5,Bremen,Bremen,4011,100043,184108,,
2017,6,Bremen,Bremen,4011,94915,175918,,
